tableName,name,type,len,defaultValue,notNull,primaryKey,comment,tableComment
AGENT_APPROVAL,id,String,50,,true,true,id,Agent审批
AGENT_APPROVAL,workspaceId,String,50,,false,false,工作空间ID,
AGENT_APPROVAL,createTimeMillis,Long,,,false,false,数据创建时间,
AGENT_APPROVAL,modifyTimeMillis,Long,,,false,false,数据修改时间,
AGENT_APPROVAL,modifyUser,String,50,,false,false,修改人,
AGENT_APPROVAL,agentSessionId,String,50,,false,false,Agent会话ID,
AGENT_APPROVAL,toolName,String,50,,false,false,工具名,
AGENT_APPROVAL,arguments,TEXT,,,false,false,工具参数,
AGENT_APPROVAL,status,Integer,,0,false,false,状态{0待审批1已批准2已拒绝3已超时},
AGENT_APPROVAL,operator,String,50,,false,false,发起人,
AGENT_APPROVAL,approver,String,50,,false,false,审批人,
AGENT_APPROVAL,result,TEXT,,,false,false,执行结果,
AGENT_APPROVAL,remark,String,200,,false,false,备注,
AGENT_APPROVAL,expireTimeMillis,Long,,,false,false,超时时间,
CI_BUILD_LOG,id,String,50,,true,true,表id,构建历史记录
CI_BUILD_LOG,buildDataId,String,50,,false,false,构建的数据id,
CI_BUILD_LOG,buildNumberId,Integer,,,false,false,构建编号,
CI_BUILD_LOG,status,TINYINT,,,false,false,构建状态,
CI_BUILD_LOG,startTime,Long,,,false,false,开始时间,
CI_BUILD_LOG,endTime,Long,,,false,false,结束时间,
CI_BUILD_LOG,resultDirFile,String,200,,false,false,构建产物目录,
CI_BUILD_LOG,releaseMethod,TINYINT,,,false,false,发布方式,
CI_BUILD_LOG,name,String,100,,false,false,构建名称,
CI_BUILD_LOG,buildName,String,100,,false,false,构建名称,
CI_BUILD_LOG,createTimeMillis,Long,,,false,false,数据创建时间,
CI_BUILD_LOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
CI_BUILD_LOG,modifyUser,String,50,,false,false,操作人,
CI_BUILD_LOG,workspaceId,String,50,,false,false,所属工作空间,
CI_BUILD_LOG,triggerBuildType,Integer,,0,false,false,"触发类型{0，手动，1 触发器,2 自动触发}",
CI_BUILD_LOG,buildRemark,String,255,,false,false,构建备注,
CI_BUILD_LOG,extraData,TEXT,,,false,false,额外信息，JSON 字符串格式,
CI_BUILD_LOG,buildEnvCache,TEXT,,,,,构建环境变量,
CI_BUILD_LOG,resultFileSize,Long,,,,,产物文件大小,
CI_BUILD_LOG,buildLogFileSize,Long,,,,,构建日志文件大小,
CI_BUILD_LOG,statusMsg,TEXT,,,,,状态信息,
CI_BUILD_LOG,fromBuildNumberId,Integer,,,,,来自的构建编号，回滚时存在,
CI_BUILD_LOG,repositoryLastCommitId,String,255,,false,,"仓库代码最后一次变动信息（ID，git 为 commit hash, svn 最后的版本号）",
CI_BUILD_LOG,repositoryLastCommitMsg,String,255,,false,,仓库代码最后一次变动信息,
CI_BUILD,id,String,50,,true,true,id,构建信息
CI_BUILD,repositoryId,String,50,,true,false,仓库 id,
CI_BUILD,createTimeMillis,Long,,,false,false,数据创建时间,
CI_BUILD,modifyTimeMillis,Long,,,false,false,数据修改时间,
CI_BUILD,name,String,50,,false,false,构建名称,
CI_BUILD,buildId,Integer,,,false,false,构建 id,
CI_BUILD,group,String,50,,false,false,分组名称,
CI_BUILD,branchName,String,50,,false,false,分支,
CI_BUILD,script,TEXT,,,false,false,构建命令,
CI_BUILD,resultDirFile,String,200,,false,false,构建产物目录,
CI_BUILD,releaseMethod,Integer,,,false,false,"发布方法{0: 不发布, 1: 节点分发, 2: 分发项目, 3: SSH}",
CI_BUILD,modifyUser,String,50,,false,false,修改人,
CI_BUILD,status,Integer,,,false,false,状态,
CI_BUILD,triggerToken,String,100,,false,false,触发器token,
CI_BUILD,extraData,TEXT,,,false,false,额外信息，JSON 字符串格式,
CI_BUILD,releaseMethodDataId,TEXT,,,false,false,构建关联的数据ID,
CI_BUILD,branchTagName,String,50,,false,false,标签,
CI_BUILD,workspaceId,String,50,,false,false,所属工作空间,
CI_BUILD,webhook,String,255,,false,false,webhook,
CI_BUILD,autoBuildCron,String,100,,false,false,自动构建表达式,
CI_BUILD,buildMode,Integer,,,false,false,"构建方式 {0 本地构建, 1 docker 构建}",
CI_BUILD,repositoryLastCommitId,String,255,,false,false,"仓库代码最后一次变动信息（ID，git 为 commit hash, svn 最后的版本号）",
CI_BUILD,sortValue,Float,,,false,false,排序值,
CI_BUILD,buildEnvParameter,TEXT,,,,,构建环境变量,
CI_BUILD,aliasCode,String,50,,false,,别名码,
CI_BUILD,statusMsg,TEXT,,,,,状态信息,
CI_BUILD,resultKeepDay,Integer,,,false,,产物保留天数,
CI_BUILD,createUser,String,50,,false,,创建人,
SYS_CERTIFICATE,id,String,50,,true,true,id,证书信息表
SYS_CERTIFICATE,createTimeMillis,Long,,,true,false,数据创建时间,
SYS_CERTIFICATE,modifyTimeMillis,Long,,,false,false,数据修改时间,
SYS_CERTIFICATE,modifyUser,String,50,,false,false,修改人,
SYS_CERTIFICATE,createUser,String,50,,true,false,创建人,
SYS_CERTIFICATE,workspaceId,String,50,,true,false,所属工作空间,
SYS_CERTIFICATE,description,String,255,,false,false,描述,
SYS_CERTIFICATE,keyAlias,String,50,,false,false,别名,
SYS_CERTIFICATE,keyType,String,50,,false,false,证书类型,
SYS_CERTIFICATE,certPassword,String,50,,false,false,证书密码,
SYS_CERTIFICATE,serialNumberStr,String,50,,true,false,证书序列号,
SYS_CERTIFICATE,issuerDnName,String,255,,false,false,颁发者 DN 名称,
SYS_CERTIFICATE,subjectDnName,String,255,,false,false,主题 DN 名称,
SYS_CERTIFICATE,sigAlgOid,String,255,,false,false,算法OID,
SYS_CERTIFICATE,sigAlgName,String,255,,false,false,算法名,
SYS_CERTIFICATE,expirationTime,String,255,,false,false,证书到期时间,
SYS_CERTIFICATE,effectiveTime,Long,,,false,false,证书生效日期,
SYS_CERTIFICATE,certVersion,Integer,,,false,false,版本号,
SYS_CERTIFICATE,fingerprint,String,50,,false,,证书指纹,
CLOUD_ACCOUNT,id,String,50,,true,true,id,云账号
CLOUD_ACCOUNT,createTimeMillis,Long,,,false,false,数据创建时间,
CLOUD_ACCOUNT,modifyTimeMillis,Long,,,false,false,数据修改时间,
CLOUD_ACCOUNT,modifyUser,String,50,,false,false,修改人,
CLOUD_ACCOUNT,name,String,50,,true,false,账号名称,
CLOUD_ACCOUNT,vendor,String,20,,true,false,云厂商(aliyun/tencent/aws),
CLOUD_ACCOUNT,accessKey,TEXT,,,false,false,AccessKey(加密),
CLOUD_ACCOUNT,secretKey,TEXT,,,false,false,SecretKey(加密),
CLOUD_ACCOUNT,extraKey,TEXT,,,false,false,额外凭证(加密),
CLOUD_ACCOUNT,region,String,50,,false,false,默认区域,
CLOUD_ACCOUNT,remark,String,200,,false,false,备注,
CLOUD_INSTANCE,id,String,50,,true,true,id,云实例
CLOUD_INSTANCE,createTimeMillis,Long,,,false,false,数据创建时间,
CLOUD_INSTANCE,modifyTimeMillis,Long,,,false,false,数据修改时间,
CLOUD_INSTANCE,modifyUser,String,50,,false,false,修改人,
CLOUD_INSTANCE,accountId,String,50,,true,false,关联云账号,
CLOUD_INSTANCE,instanceId,String,50,,false,false,实例ID,
CLOUD_INSTANCE,name,String,50,,false,false,实例名称,
CLOUD_INSTANCE,publicIp,String,50,,false,false,公网IP,
CLOUD_INSTANCE,privateIp,String,50,,false,false,内网IP,
CLOUD_INSTANCE,status,String,20,,false,false,实例状态,
CLOUD_INSTANCE,groupName,String,50,,false,false,分组,
CLOUD_INSTANCE,machineId,String,50,,false,false,关联机器SSH id,
CLOUD_INSTANCE,regionId,String,50,,false,false,区域,
CLOUD_INSTANCE,zoneId,String,50,,false,false,可用区,
CLOUD_INSTANCE,instanceType,String,50,,false,false,实例规格,
CLOUD_INSTANCE,cpu,Integer,,,false,false,CPU核数,
CLOUD_INSTANCE,memory,Integer,,,false,false,内存(MB),
CLOUD_INSTANCE,osName,String,200,,false,false,操作系统,
CLOUD_INSTANCE,expireTime,String,50,,false,false,到期时间,
CLOUD_INSTANCE,chargeType,String,30,,false,false,计费类型,
CLOUD_INSTANCE,tags,TEXT,,,false,false,标签(JSON),
INFRA_CLUSTER,id,String,50,,true,true,id,机器节点信息
INFRA_CLUSTER,createTimeMillis,Long,,,false,false,数据创建时间,
INFRA_CLUSTER,modifyTimeMillis,Long,,,false,false,数据修改时间,
INFRA_CLUSTER,modifyUser,String,50,,false,false,修改人,
INFRA_CLUSTER,name,String,50,,true,false,集群名称,
INFRA_CLUSTER,clusterId,String,50,,true,false,集群Id,
INFRA_CLUSTER,url,String,255,,false,false,集群地址,
INFRA_CLUSTER,linkGroup,String,500,,false,false,集群地址,
INFRA_CLUSTER,lastHeartbeat,Long,,,false,false,最后心跳,
INFRA_CLUSTER,localHostName,String,255,,false,false,主机名,
INFRA_CLUSTER,voyager1Version,String,255,,false,false,voyager1版本,
INFRA_CLUSTER,statusMsg,TEXT,,,,,状态消息,
OPS_COMMAND_LOG,id,String,50,,true,true,id,命令执行记录
OPS_COMMAND_LOG,createTimeMillis,Long,,,false,false,数据创建时间,
OPS_COMMAND_LOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
OPS_COMMAND_LOG,modifyUser,String,50,,false,false,修改人,
OPS_COMMAND_LOG,workspaceId,String,50,,true,false,所属工作空间,
OPS_COMMAND_LOG,commandId,String,50,,true,false,命令ID,
OPS_COMMAND_LOG,sshId,String,50,,true,false,ssh id,
OPS_COMMAND_LOG,batchId,String,50,,true,false,批次ID,
OPS_COMMAND_LOG,commandName,String,100,,true,false,命令名称,
OPS_COMMAND_LOG,sshName,String,100,,true,false,ssh 名称,
OPS_COMMAND_LOG,status,Integer,,,true,false,状态 {0，执行中，1 执行结束，2 执行错误},
OPS_COMMAND_LOG,params,TEXT,,,false,false,命令参数,
OPS_COMMAND_LOG,triggerExecType,Integer,,0,false,false,触发类型{0，手动，1 自动触发},
OPS_COMMAND_LOG,exitCode,Integer,,,,,退出码,
OPS_COMMAND,id,String,50,,true,true,id,命令行信息
OPS_COMMAND,createTimeMillis,Long,,,false,false,数据创建时间,
OPS_COMMAND,modifyTimeMillis,Long,,,false,false,数据修改时间,
OPS_COMMAND,modifyUser,String,50,,false,false,修改人,
OPS_COMMAND,workspaceId,String,50,,true,false,所属工作空间,
OPS_COMMAND,name,String,100,,false,false,命令名称,
OPS_COMMAND,desc,String,500,,false,false,命令描述,
OPS_COMMAND,command,TEXT,,,false,false,指令内容,
OPS_COMMAND,defParams,TEXT,,,false,false,命令参数,
OPS_COMMAND,sshIds,TEXT,,,false,false,绑定的ssh id,
OPS_COMMAND,autoExecCron,String,100,,false,false,自动执行表达式,
OPS_COMMAND,triggerToken,String,200,,false,false,触发器token,
DEPLOYMENT_RECORD,id,String,50,,true,true,id,部署记录
DEPLOYMENT_RECORD,createTimeMillis,Long,,,false,false,数据创建时间,
DEPLOYMENT_RECORD,modifyTimeMillis,Long,,,false,false,数据修改时间,
DEPLOYMENT_RECORD,modifyUser,String,50,,false,false,修改人,
DEPLOYMENT_RECORD,buildId,String,50,,true,false,关联构建配置id,
DEPLOYMENT_RECORD,versionId,String,50,,false,false,版本id,
DEPLOYMENT_RECORD,version,String,50,,false,false,版本号快照,
DEPLOYMENT_RECORD,environment,String,50,,false,false,目标环境,
DEPLOYMENT_RECORD,mode,String,20,,false,false,触发方式 auto/manual,
DEPLOYMENT_RECORD,operator,String,50,,false,false,操作者,
DEPLOYMENT_RECORD,status,Integer,,0,false,false,部署状态,
DEPLOYMENT_RECORD,logRef,String,200,,false,false,日志引用,
DEPLOYMENT_RECORD,remark,String,200,,false,false,备注,
INFRA_DOCKER,id,String,50,,true,true,id,docker 信息
INFRA_DOCKER,createTimeMillis,Long,,,false,false,数据创建时间,
INFRA_DOCKER,modifyTimeMillis,Long,,,false,false,数据修改时间,
INFRA_DOCKER,modifyUser,String,50,,false,false,修改人,
INFRA_DOCKER,workspaceId,String,50,,true,false,所属工作空间,
INFRA_DOCKER,name,String,255,,true,false,名称,
INFRA_DOCKER,host,String,255,,false,false,docker host,
INFRA_DOCKER,tlsVerify,TINYINT,,0,false,false,tls 认证{1，启用，0 未启用},
INFRA_DOCKER,heartbeatTimeout,Integer,,,false,false,心跳超时时间,
INFRA_DOCKER,lastHeartbeatTime,Long,,,false,false,最后心跳时间,
INFRA_DOCKER,tags,String,255,,false,false,容器标签,
INFRA_DOCKER,swarmId,String,50,,false,false,集群ID,
INFRA_DOCKER,swarmNodeId,String,50,,false,false,集群 节点ID,
INFRA_DOCKER,registryUsername,String,255,,false,false,仓库账号,
INFRA_DOCKER,registryPassword,String,255,,false,false,仓库密码,
INFRA_DOCKER,registryEmail,String,255,,false,false,仓库邮箱,
INFRA_DOCKER,registryUrl,String,255,,false,false,仓库地址,
INFRA_DOCKER,machineDockerId,String,50,,,,机器id,
INFRA_DOCKER_SWARM,id,String,50,,true,true,id,docker 集群信息
INFRA_DOCKER_SWARM,createTimeMillis,Long,,,false,false,数据创建时间,
INFRA_DOCKER_SWARM,modifyTimeMillis,Long,,,false,false,数据修改时间,
INFRA_DOCKER_SWARM,modifyUser,String,50,,false,false,修改人,
INFRA_DOCKER_SWARM,workspaceId,String,50,,true,false,所属工作空间,
INFRA_DOCKER_SWARM,name,String,255,,true,false,名称,
INFRA_DOCKER_SWARM,swarmId,String,50,,true,false,swarm Id,
INFRA_DOCKER_SWARM,tag,String,255,,false,false,容器标签,
ENVIRONMENT_INFO,id,String,50,,true,true,id,环境信息
ENVIRONMENT_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
ENVIRONMENT_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
ENVIRONMENT_INFO,modifyUser,String,50,,false,false,修改人,
ENVIRONMENT_INFO,name,String,50,,true,false,环境名称(dev/test/prod),
ENVIRONMENT_INFO,sortValue,Integer,,0,false,false,排序,
ENVIRONMENT_INFO,enabled,Integer,,1,false,false,是否启用,
OPS_FILE_RELEASE_LOG,id,String,50,,true,true,id,文件发布任务记录
OPS_FILE_RELEASE_LOG,createTimeMillis,Long,,,true,false,数据创建时间,
OPS_FILE_RELEASE_LOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
OPS_FILE_RELEASE_LOG,modifyUser,String,50,,false,false,修改人,
OPS_FILE_RELEASE_LOG,workspaceId,String,50,,true,false,所属工作空间,
OPS_FILE_RELEASE_LOG,name,String,255,,true,false,名称,
OPS_FILE_RELEASE_LOG,taskId,String,50,,true,false,任务id,
OPS_FILE_RELEASE_LOG,fileId,String,50,,true,false,文件 id,
OPS_FILE_RELEASE_LOG,taskDataId,String,50,,true,false,任务关联的数据id,
OPS_FILE_RELEASE_LOG,taskType,TINYINT,,,true,false,任务类型 0 ssh 1 节点,
OPS_FILE_RELEASE_LOG,status,TINYINT,,,true,false,任务状态， 0 等待开始 1 进行中 2 任务结束 3 失败 4 取消任务,
OPS_FILE_RELEASE_LOG,statusMsg,TEXT,,,false,false,状态消息,
OPS_FILE_RELEASE_LOG,releasePath,String,255,,true,false,发布路径,
OPS_FILE_RELEASE_LOG,beforeScript,TEXT,,,false,false,发布之前的脚本,
OPS_FILE_RELEASE_LOG,afterScript,TEXT,,,false,false,发布后的脚本,
OPS_FILE_RELEASE_LOG,fileType,TINYINT,,,,,文件类型,
OPS_FILE_RELEASE_TEMPLATE,id,String,50,,true,true,id,文件发布任务记录
OPS_FILE_RELEASE_TEMPLATE,createTimeMillis,Long,,,true,false,数据创建时间,
OPS_FILE_RELEASE_TEMPLATE,modifyTimeMillis,Long,,,false,false,数据修改时间,
OPS_FILE_RELEASE_TEMPLATE,modifyUser,String,50,,false,false,修改人,
OPS_FILE_RELEASE_TEMPLATE,workspaceId,String,50,,true,false,所属工作空间,
OPS_FILE_RELEASE_TEMPLATE,name,String,255,,true,false,名称,
OPS_FILE_RELEASE_TEMPLATE,templateTag,String,50,,true,false,模板标记,
OPS_FILE_RELEASE_TEMPLATE,fileType,TINYINT,,,false,false,文件类型,
OPS_FILE_RELEASE_TEMPLATE,data,TEXT,,,false,false,发布之前的脚本,
STORAGE_FILE,id,String,50,,true,true,id,文件管理中心
STORAGE_FILE,createTimeMillis,Long,,,true,false,数据创建时间,
STORAGE_FILE,modifyTimeMillis,Long,,,false,false,数据修改时间,
STORAGE_FILE,modifyUser,String,50,,false,false,修改人,
STORAGE_FILE,createUser,String,50,,true,false,创建人,
STORAGE_FILE,workspaceId,String,50,,true,false,所属工作空间,
STORAGE_FILE,name,String,255,,true,false,名称,
STORAGE_FILE,description,String,255,,false,false,描述,
STORAGE_FILE,size,Long,,,true,false,文件大小,
STORAGE_FILE,source,TINYINT,,,true,false,文件来源,
STORAGE_FILE,validUntil,Long,,,true,false,文件有效期,
STORAGE_FILE,path,String,255,,true,false,文件路径,
STORAGE_FILE,extName,String,50,,true,false,文件后缀,
STORAGE_FILE,status,TINYINT,,,false,,0 下载中 1 下载完成 3 下载异常,
STORAGE_FILE,progressDesc,String,255,,false,,进度描述,
STORAGE_FILE,triggerToken,String,200,,false,,触发器token,
STORAGE_FILE,aliasCode,String,50,,false,,别名码,
K8S_CLUSTER,id,String,50,,true,true,id,K8s集群
K8S_CLUSTER,createTimeMillis,Long,,,false,false,数据创建时间,
K8S_CLUSTER,modifyTimeMillis,Long,,,false,false,数据修改时间,
K8S_CLUSTER,modifyUser,String,50,,false,false,修改人,
K8S_CLUSTER,name,String,50,,true,false,集群名称,
K8S_CLUSTER,kubeconfig,TEXT,,,false,false,kubeconfig内容,
K8S_CLUSTER,serverUrl,String,100,,false,false,集群服务地址,
K8S_CLUSTER,namespace,String,50,,false,false,默认命名空间,
K8S_CLUSTER,remark,String,200,,false,false,备注,
OPS_LOG_FILE,id,String,50,,true,true,id,日志阅读
OPS_LOG_FILE,createTimeMillis,Long,,,false,false,数据创建时间,
OPS_LOG_FILE,modifyTimeMillis,Long,,,false,false,数据修改时间,
OPS_LOG_FILE,modifyUser,String,50,,false,false,修改人,
OPS_LOG_FILE,workspaceId,String,50,,true,false,所属工作空间,
OPS_LOG_FILE,name,String,50,,true,false,日志项目名称,
OPS_LOG_FILE,nodeProject,TEXT,,,false,false,节点下的项目列表,
OPS_LOG_FILE,cacheData,TEXT,,,false,false,缓存操作数据,
INFRA_MACHINE_DOCKER,id,String,50,,true,true,id,机器DOCKER信息
INFRA_MACHINE_DOCKER,createTimeMillis,Long,,,false,false,数据创建时间,
INFRA_MACHINE_DOCKER,modifyTimeMillis,Long,,,false,false,数据修改时间,
INFRA_MACHINE_DOCKER,modifyUser,String,50,,false,false,修改人,
INFRA_MACHINE_DOCKER,groupName,String,50,,true,false,分组名称,
INFRA_MACHINE_DOCKER,name,String,255,,true,false,名称,
INFRA_MACHINE_DOCKER,host,String,255,,false,false,docker host,
INFRA_MACHINE_DOCKER,tlsVerify,TINYINT,,0,false,false,tls 认证{1，启用，0 未启用},
INFRA_MACHINE_DOCKER,status,TINYINT,,0,false,false,状态{1，启用，0 未启用},
INFRA_MACHINE_DOCKER,failureMsg,String,255,,false,false,错误消息,
INFRA_MACHINE_DOCKER,heartbeatTimeout,Integer,,,false,false,心跳超时时间,
INFRA_MACHINE_DOCKER,lastHeartbeatTime,Long,,,false,false,最后心跳时间,
INFRA_MACHINE_DOCKER,dockerVersion,TEXT,,,false,false,docker 版本信息,
INFRA_MACHINE_DOCKER,swarmId,String,50,,false,false,集群ID,
INFRA_MACHINE_DOCKER,swarmNodeId,String,50,,false,false,集群 节点ID,
INFRA_MACHINE_DOCKER,registryUsername,String,255,,false,false,仓库账号,
INFRA_MACHINE_DOCKER,registryPassword,String,255,,false,false,仓库密码,
INFRA_MACHINE_DOCKER,registryEmail,String,255,,false,false,仓库邮箱,
INFRA_MACHINE_DOCKER,registryUrl,String,255,,false,false,仓库地址,
INFRA_MACHINE_DOCKER,swarmControlAvailable,TINYINT,,,,,集群管理员,
INFRA_MACHINE_DOCKER,swarmCreatedAt,Long,,,,,集群的创建时间,
INFRA_MACHINE_DOCKER,swarmUpdatedAt,Long,,,,,集群的更新时间,
INFRA_MACHINE_DOCKER,swarmNodeAddr,String,50,,,,节点 地址,
INFRA_MACHINE_DOCKER,certInfo,String,100,,false,,证书信息,
INFRA_MACHINE_DOCKER,certExist,TINYINT,,,false,,证书是否存在,
INFRA_MACHINE_DOCKER,enableSsh,tinyint,0,,false,,是否开启SSH连接,
INFRA_MACHINE_DOCKER,machineSshId,String,255,,false,,SSH连接信息,
INFRA_MACHINE_DOCKER,sshUseSudo,tinyint,0,,false,,是否使用 sudo 执行命令,
INFRA_MACHINE,id,String,50,,true,true,id,机器节点信息
INFRA_MACHINE,createTimeMillis,Long,,,false,false,数据创建时间,
INFRA_MACHINE,modifyTimeMillis,Long,,,false,false,数据修改时间,
INFRA_MACHINE,modifyUser,String,50,,false,false,修改人,
INFRA_MACHINE,name,String,50,,true,false,机器名称,
INFRA_MACHINE,groupName,String,50,,true,false,分组名称,
INFRA_MACHINE,hostName,String,255,,false,false,机器主机名,
INFRA_MACHINE,hostIpv4s,TEXT,,,false,false,机器所有 IP,
INFRA_MACHINE,osLoadAverage,String,100,,false,false,系统负载,
INFRA_MACHINE,osSystemUptime,Long,,,false,false,系统运行时间（自启动以来的时间）,
INFRA_MACHINE,osVersion,String,255,,false,false,系统版本,
INFRA_MACHINE,osHardwareVersion,String,255,,false,false,硬件版本,
INFRA_MACHINE,osCpuCores,Integer,,,false,false,CPU数,
INFRA_MACHINE,osMoneyTotal,Long,,,false,false,总内存,
INFRA_MACHINE,osFileStoreTotal,Long,,,false,false,硬盘大小,
INFRA_MACHINE,osCpuIdentifierName,String,255,,false,false,CPU 型号,
INFRA_MACHINE,osName,String,50,,false,false,系统名称,
INFRA_MACHINE,status,TINYINT,,,true,false,节点连接状态：0 未连接，1 连接中,
INFRA_MACHINE,statusMsg,TEXT,,,false,false,状态消息,
INFRA_MACHINE,transportMode,TINYINT,,,true,false,传输方式。0 服务器拉取，1 节点机器推送,
INFRA_MACHINE,voyager1Url,String,100,,false,false,节点 url IP:PORT,
INFRA_MACHINE,voyager1Username,String,100,,false,false,节点登录名,
INFRA_MACHINE,voyager1Password,String,100,,false,false,节点密码,
INFRA_MACHINE,voyager1Protocol,String,10,,false,false,协议 http https,
INFRA_MACHINE,voyager1Timeout,Integer,,,false,false,节点超时时间,
INFRA_MACHINE,voyager1HttpProxy,String,200,,false,false,http 代理,
INFRA_MACHINE,voyager1HttpProxyType,String,20,,false,false,http 代理类型,
INFRA_MACHINE,voyager1Version,String,50,,false,false,voyager1版本号,
INFRA_MACHINE,voyager1Uptime,Long,,,false,false,voyager1运行时间,
INFRA_MACHINE,voyager1BuildTime,String,50,,false,false,Voyager1 打包时间,
INFRA_MACHINE,voyager1ProjectCount,Integer,,,false,false,voyager1项目数,
INFRA_MACHINE,voyager1ScriptCount,Integer,,,false,false,voyager1脚本数,
INFRA_MACHINE,networkDelay,Integer,,,false,false,网络耗时（延迟）,
INFRA_MACHINE,javaVersion,String,50,,false,false,java版本,
INFRA_MACHINE,jvmTotalMemory,Long,,,false,false,jvm 总内存,
INFRA_MACHINE,jvmFreeMemory,Long,,,false,false,jvm 剩余内存,
INFRA_MACHINE,osOccupyCpu,Double,,,false,false,占用cpu,
INFRA_MACHINE,osOccupyMemory,Double,,,false,false,占用内存,
INFRA_MACHINE,osOccupyDisk,Double,,,false,false,占用磁盘,
INFRA_MACHINE,templateNode,TINYINT,,,,,模板节点 ，1 模板节点 0 非模板节点,
INFRA_MACHINE,installId,String,50,,,,机器安装 id,
INFRA_MACHINE,osSwapTotal,Long,,,,,虚拟总内存,
INFRA_MACHINE,osVirtualMax,Long,,,,,交互总内存,
INFRA_MACHINE,transportEncryption,TINYINT,,,,,传输加密方式 0 不加密 1 BASE64 2 AES,
INFRA_MACHINE,extendInfo,TEXT,,,,,扩展信息,
INFRA_MACHINE_STAT_LOG,id,String,50,,true,true,id,资产机器节点统计
INFRA_MACHINE_STAT_LOG,createTimeMillis,Long,,,false,false,数据创建时间,
INFRA_MACHINE_STAT_LOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
INFRA_MACHINE_STAT_LOG,machineId,String,50,,true,true,机器id,
INFRA_MACHINE_STAT_LOG,occupyCpu,Double,,,false,false,占用cpu,
INFRA_MACHINE_STAT_LOG,occupyMemory,Double,,,false,false,占用内存,
INFRA_MACHINE_STAT_LOG,occupyDisk,Double,,,false,false,占用磁盘,
INFRA_MACHINE_STAT_LOG,networkDelay,Integer,,0,false,false,网络耗时,
INFRA_MACHINE_STAT_LOG,monitorTime,Long,,,true,false,监控的时间,
INFRA_MACHINE_STAT_LOG,netTxBytes,Long,,,false,false,"每秒发送的KB数,rxkB/s",
INFRA_MACHINE_STAT_LOG,netRxBytes,Long,,,false,false,"每秒接收的KB数,rxkB/s",
INFRA_MACHINE_STAT_LOG,occupySwapMemory,Double,,,,,交互内存,
INFRA_MACHINE_STAT_LOG,occupyVirtualMemory,Double,,,,,虚拟内存,
INFRA_MACHINE_STAT_LOG,cpuTicks,TEXT,,,,,CPU负载信息,
INFRA_MACHINE_SSH,id,String,50,,true,true,id,ssh信息表
INFRA_MACHINE_SSH,createTimeMillis,Long,,,false,false,数据创建时间,
INFRA_MACHINE_SSH,modifyTimeMillis,Long,,,false,false,数据修改时间,
INFRA_MACHINE_SSH,modifyUser,String,50,,false,false,修改人,
INFRA_MACHINE_SSH,name,String,50,,false,false,名称,
INFRA_MACHINE_SSH,groupName,String,50,,true,false,分组名称,
INFRA_MACHINE_SSH,host,String,100,,true,false,ssh host IP,
INFRA_MACHINE_SSH,port,Integer,,,true,false,端口,
INFRA_MACHINE_SSH,user,String,100,,true,false,用户,
INFRA_MACHINE_SSH,password,String,100,,false,false,密码,
INFRA_MACHINE_SSH,charset,String,100,,false,false,编码格式,
INFRA_MACHINE_SSH,privateKey,TEXT,,,false,false,私钥,
INFRA_MACHINE_SSH,connectType,String,10,,false,false,连接方式,
INFRA_MACHINE_SSH,timeout,Integer,,0,false,false,节点超时时间,
INFRA_MACHINE_SSH,status,TINYINT,,,true,false,状态{0，无法连接，1 正常},
INFRA_MACHINE_SSH,statusMsg,TEXT,,,false,false,状态消息,
INFRA_MACHINE_SSH,allowEditSuffix,TEXT,,,,,允许编辑的后缀文件,
INFRA_MACHINE_SSH,osName,String,50,,false,,系统名称,
INFRA_MACHINE_SSH,hostName,String,255,,false,,机器主机名,
INFRA_MACHINE_SSH,osLoadAverage,String,100,,false,,系统负载,
INFRA_MACHINE_SSH,osSystemUptime,Long,,,false,,系统运行时间（自启动以来的时间）,
INFRA_MACHINE_SSH,osVersion,String,255,,false,,系统版本,
INFRA_MACHINE_SSH,osCpuCores,Integer,,,false,,CPU数,
INFRA_MACHINE_SSH,osMoneyTotal,Long,,,false,,总内存,
INFRA_MACHINE_SSH,osFileStoreTotal,Long,,,false,,硬盘大小,
INFRA_MACHINE_SSH,osCpuIdentifierName,String,255,,false,,CPU 型号,
INFRA_MACHINE_SSH,osOccupyCpu,Double,,,false,,占用cpu,
INFRA_MACHINE_SSH,osOccupyMemory,Double,,,false,,占用内存,
INFRA_MACHINE_SSH,osMaxOccupyDisk,Double,,,false,,占用磁盘,
INFRA_MACHINE_SSH,osMaxOccupyDiskName,String,255,,false,,占用磁盘 分区名,
